surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,31.63430352,0.4642592534,1.506101556,0.3987448723,0.3789003514,10.33339759,19.42935674,19.33616567
0.25,True,29.5674305,0.4839382363,1.287538468,0.4019979881,0.3824758272,10.62538423,21.12045304,20.34700697
0.5,False,29.59479691,0.5268588408,1.154563102,0.4374657641,0.4190270219,12.14550397,21.58745335,23.74710611
0.75,False,32.55585475,0.6439561572,1.172973005,0.4952156291,0.4793619465,13.53164867,23.21984418,40.2368182
1,False,39.48281411,0.7590458099,1.095122193,0.5713992468,0.5574699247,18.26695625,18.87692299,40.96509363
